cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
Aquarium Lighting,3,91831066,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN095
Aquarium Set,3,65446452,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN094
Aquarium Stage,3,29047353,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN093
Arcana Call,3,99189322,Common,M,Unlimited,Light of Destruction,LODT-EN069
Arcana Force 0 - The Fool,3,62892347,Common,M,Unlimited,Light of Destruction,LODT-EN008
Arcana Force EX - The Dark Ruler,3,69831560,Common,M,Unlimited,Star Pack 2013,SP13-EN043
Arcana Force EX - The Light Ruler,3,5861892,Common,M,Unlimited,Star Pack 2013,SP13-EN044
Arcana Force I - The Magician,3,8396952,Common,M,Unlimited,Light of Destruction,LODT-EN009
Arcana Force III - The Empress,3,35781051,Common,M,Unlimited,Light of Destruction,LODT-EN010
Arcana Force IV - The Emperor,3,61175706,Common,M,Unlimited,Light of Destruction,LODT-EN011
Arcana Force VI - The Lovers,3,97574404,Common,M,Unlimited,Light of Destruction,LODT-EN012
Arcana Force VII - The Chariot,3,34568403,Common,M,Unlimited,Light of Destruction,LODT-EN013
Arcana Force XIV - Temperance,3,60953118,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN151
Arcana Force XVIII - The Moon,3,97452817,Common,M,Unlimited,Light of Destruction,LODT-EN015
Arcana Knight Joker,3,6150044,Common,M,Unlimited,Structure Deck: Yugi Muto,SDMY-EN042
Arcana Reading,3,11819473,Common,M,Unlimited,Phantom Rage,PHRA-EN064
Arcane Archer of the Forest,3,55001420,Common,M,Unlimited,Ancient Sanctuary,AST-029
Arcane Barrier,3,17896384,Common,M,Unlimited,Speed Duel: Attack from the Deep,SBAD-EN005
Archfiend Black Skull Dragon,3,45349196,Common,M,Unlimited,Legendary Decks II,LDK2-ENJ42
Archfiend Cavalry,3,92039899,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN013
Archfiend Eccentrick,3,57624336,Common,M,Unlimited,Starter Deck: Yuya,YS16-EN015
"Archfiend Emperor, the First Lord of Horror",3,28423537,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN007
Archfiend Interceptor,3,14430063,Common,M,Unlimited,The Shining Darkness,TSHD-EN007
Archfiend Marmot of Nefariousness,3,75889523,Common,M,Unlimited,Tournament Pack 6,TP6-EN016
Archfiend of Gilfer,3,50287060,Common,M,Unlimited,Duel Terminal 3,DT03-EN054
Archfiend Soldier,3,49881766,Common,M,Unlimited,Starter Deck: Dark Legion,YS15-ENL02
Archfiend's Oath,3,22796548,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN190
Archfiend's Roar,3,56246017,Common,M,Unlimited,Astral Pack 3,AP03-EN025
Archfiend's Staff of Despair,3,21438286,Common,M,Unlimited,Blazing Vortex,BLVO-EN063
Archlord Kristya,3,59509952,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-EN011
Arcjet Lightcraft,3,38173725,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN004
Aria the Melodious Diva,3,40502912,Common,M,Unlimited,Duelist Alliance,DUEA-EN014
Armageddon Designator,3,28493337,Common,M,Unlimited,Judgment of the Light,JOTL-EN080
Armageddon Knight,1,28985331,Common,M,Unlimited,Structure Deck: Shaddoll Showdown,SDSH-EN017
Armed Changer,3,90374791,Common,M,Unlimited,Duelist Pack 2: Chazz Princeton,DP2-EN023
Armed Dragon Blitz,3,61606250,Common,M,Unlimited,Blazing Vortex,BLVO-EN052
Armed Dragon Lightning,3,97091969,Common,M,Unlimited,Blazing Vortex,BLVO-EN053
Armed Dragon LV3,3,980973,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN005
Armed Dragon LV5,3,46384672,Common,M,Unlimited,Structure Deck: Dragon's Roar,SD1-EN006
Armed Dragon LV7,3,73879377,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN205
Armed Ninja,3,9076207,Common,M,Unlimited,Retro Pack 1,RP01-EN013
Armed Protector Dragon,3,29330706,Common,M,Unlimited,Shadow Specters,SHSP-EN012
Armed Samurai - Ben Kei,3,84430950,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN261
Armed Sea Hunter,3,20470500,Common,M,Unlimited,Ancient Prophecy,ANPR-EN025
Armor Break,3,79649195,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN167
Armor Dragon Ritual,3,58827995,Common,M,Unlimited,Blazing Vortex,BLVO-EN064
Armor Exe,3,7180418,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN130
Armor Ninjitsu Art of Freezing,3,65150219,Common,M,Unlimited,Order of Chaos,ORCS-EN068
Armored Axon Kicker,3,62742651,Common,M,Unlimited,Ancient Prophecy,ANPR-EN029
Armored Cybern,3,67159705,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN011
Armored Lizard,3,15480588,Common,M,Unlimited,Starter Deck: Joey,SDJ-009
Armored Zombie,3,20277860,Common,M,Unlimited,Speed Duel: Arena of Lost Souls,SBLS-EN027
Armoroid,3,73333463,Common,M,Unlimited,High-Speed Riders,HSRD-EN047
Armory Call,3,38960450,Common,M,Unlimited,Ignition Assault,IGAS-EN077
"Arnis, the Empowered Warrior",3,29687169,Common,M,Unlimited,Super Starter: Space-Time Showdown,YS14-EN013
Aroma Garden,3,5050644,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN086
Aroma Gardening,3,29189613,Common,M,Unlimited,Chaos Impact,CHIM-EN059
Aroma Jar,3,21452275,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN071
Aromage Cananga,3,22174866,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN070
Aromage Laurel,3,14169843,Common,M,Unlimited,Chaos Impact,CHIM-EN017
Aromage Marjoram,3,40663548,Common,M,Unlimited,Chaos Impact,CHIM-EN018
Aromaseraphy Angelica,3,16759958,Common,M,Unlimited,Invasion: Vengeance,INOV-EN031
Array of Revealing Light,3,69296555,Common,M,Unlimited,Dark Beginning 2,DB2-EN148
Arsenal Bug,3,42364374,Common,M,Unlimited,Dark Beginning 2,DB2-EN210
Arsenal Robber,3,55348096,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN210
Arsenal Summoner,3,85489096,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN247
Artifact Achilleshield,3,11475049,Common,M,Unlimited,Primal Origin,PRIO-EN015
Artifact Aegis,3,85080444,Common,M,Unlimited,Primal Origin,PRIO-EN014
Artifact Beagalltach,3,12697630,Common,M,Unlimited,Primal Origin,PRIO-EN012
Artifact Chakram,3,8873112,Common,M,Unlimited,Duelist Alliance,DUEA-EN033
Artifact Failnaught,3,48086335,Common,M,Unlimited,Primal Origin,PRIO-EN013
Artifact Labrys,3,47863787,Common,M,Unlimited,Primal Origin,PRIO-EN016
Artifact Lancea,3,34267821,Common,M,Unlimited,OTS Tournament Pack 4,OP04-EN020
Artifact Mjollnir,3,80237445,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN186
Artifact Moralltach,3,85103922,Common,M,Unlimited,OTS Tournament Pack 8,OP08-EN016
Artifact Vajra,3,69304426,Common,M,Unlimited,Maximum Crisis,MACR-EN094
Artifacts Unleashed,3,56611470,Common,M,Unlimited,Primal Origin,PRIO-EN061
Ash Blossom & Joyous Spring,3,14558127,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN019
Asleep at the Switch,3,99657399,Common,M,Unlimited,Generation Force,GENF-EN063
Assault Beast,3,3431737,Common,M,Unlimited,OTS Tournament Pack 10,OP10-EN014
Assault Blackwing - Sohaya the Rain Storm,3,53389254,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN096
Assault Counter,3,76407432,Common,M,Unlimited,Crimson Crisis,CRMS-EN075
Assault Dog,3,72714226,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN035
Assault Mercenary,3,77036039,Common,M,Unlimited,Crimson Crisis,CRMS-EN023
Assault Mode Activate,3,80280737,Common,M,Unlimited,Duelist Pack 9: Yusei 2,DP09-EN022
Assault Mode Zero,3,88332693,Common,M,Unlimited,Dark Neostorm,DANE-EN055
Assault on GHQ,3,62633180,Common,M,Unlimited,Speed Duel: Trials of the Kingdom,SBTK-EN042
Assault Overload,3,93469007,Common,M,Unlimited,Crimson Crisis,CRMS-EN051
Assault Revival,3,56252810,Common,M,Unlimited,Crimson Crisis,CRMS-EN053
Assault Sentinel,3,39015,Common,M,Unlimited,Dark Neostorm,DANE-EN011
Assault Slash,3,40012727,Common,M,Unlimited,Crimson Crisis,CRMS-EN074
Assault Spirits,3,87043568,Common,M,Unlimited,The Shining Darkness,TSHD-EN073
Assault Teleport,3,29863101,Common,M,Unlimited,Crimson Crisis,CRMS-EN052
Astra Ghouls,3,69170403,Common,M,Unlimited,Chaos Impact,CHIM-EN095
Astral Barrier,3,37053871,Common,M,Unlimited,Rise of Destiny,RDS-EN059
Asura Priest,3,2134346,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN125
Aswan Apparition,3,88236094,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN177
At One With the Sword,3,6112401,Common,M,Unlimited,Ancient Prophecy,ANPR-EN079
Athena,3,48964966,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN012
Atlantean Attack Squad,3,8078366,Common,M,Unlimited,Return of the Duelist,REDU-EN036
Atlantean Dragoons,3,74311226,Common,M,Unlimited,OTS Tournament Pack 14,OP14-EN013
Atlantean Heavy Infantry,3,37104630,Common,M,Unlimited,Structure Deck: Realm of the Sea Emperor,SDRE-EN004
Atlantean Marksman,3,706925,Common,M,Unlimited,Structure Deck: Realm of the Sea Emperor,SDRE-EN003
Atlantean Pikeman,3,26976414,Common,M,Unlimited,Phantom Darkness,PTDN-EN002
Atomic Firefly,3,87340664,Common,M,Unlimited,Ancient Sanctuary,AST-024
Attachment Cybern,3,79875526,Common,M,Unlimited,Structure Deck: Cyber Strike,SDCS-EN001
Attack and Receive,3,63689843,Common,M,Unlimited,Dark Beginning 1,DB1-EN173
Attack Gainer,3,31175914,Common,M,Unlimited,Starstrike Blast,STBL-EN014
Attack of the Cornered Rat,3,84389640,Common,M,Unlimited,Raging Battle,RGBT-EN075
Attack Pheromones,3,68786330,Common,M,Unlimited,Stardust Overdrive,SOVR-EN048
Attack Reflector Unit,3,91989718,Common,M,Unlimited,Shadow of Infinity,SOI-EN051
Attack the Moon!,3,83715234,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN033
Attention!,3,85352446,Common,M,Unlimited,Battle Pack 2: War of the Giants: Round 2,BPW2-EN090
Attraffic Control,3,46083380,Common,M,Unlimited,Photon Shockwave,PHSW-EN045
"Aurkus, Lightsworn Druid",3,7183277,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN105
Aurora Paragon,3,22386234,Common,M,Unlimited,Extreme Victory,EXVC-EN036
Aurora Wing,3,70089580,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN013
Aussa the Earth Charmer,3,37970940,Common,M,Unlimited,The Lost Millennium,TLM-EN026
Automatic Laser,3,58990631,Common,M,Unlimited,Raging Battle,RGBT-EN074
Autonomous Action Unit,3,71453557,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN073
Autorokket Dragon,3,80250185,Common,M,Unlimited,Structure Deck: Rokket Revolt,SDRR-EN008
Avalanching Aussa,3,29139104,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN206
Avatar of The Pot,3,99284890,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN128
Avenging Knight Parshath,3,69514125,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN230
Awakening of the Possessed,3,62256492,Common,M,Unlimited,Structure Deck: Spirit Charmers,SDCH-EN020
Awakening of the Possessed - Gagigobyte,3,74426895,Common,M,Unlimited,Phantom Rage,PHRA-EN020
Awakening of the Possessed - Rasenryu,3,410904,Common,M,Unlimited,Phantom Rage,PHRA-EN021
Awakening of the Sacred Beasts,3,53701259,Common,M,Unlimited,Structure Deck: Sacred Beasts,SDSA-EN035
Axe Dragonute,3,84914462,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN008
Axe of Despair,3,40619825,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN067
Axe of Fools,3,19578592,Common,M,Unlimited,Starstrike Blast,STBL-EN058
Axe Raider,3,48305365,Common,M,Unlimited,Speed Duel: Attack from the Deep,SBAD-EN009
Aye-Iron,3,42969214,Common,M,Unlimited,Star Pack 2014,SP14-EN016
Ayers Rock Sunrise,3,42502956,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN022
Azure-Eyes Silver Dragon,3,40908371,Common,M,Unlimited,Legendary Decks II,LDK2-ENK39
B.E.F. Zelos,3,975299,Common,M,Unlimited,Maximum Crisis,MACR-EN062
B.E.S. Big Core,3,14148099,Common,M,Unlimited,OTS Tournament Pack 4,OP04-EN016
B.E.S. Blaster Cannon Core,3,84257883,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN111
B.E.S. Crystal Core,3,22790789,Common,M,Unlimited,Champion Pack 3,CP03-EN015
Baba Barber,3,67073561,Common,M,Unlimited,Rising Rampage,RIRA-EN050
Baby Dragon,3,88819587,Common,M,Unlimited,Speed Duel Demo Deck,DEM5-EN004
Baby Mudragon,3,40380686,Common,M,Unlimited,Dawn of Majesty,DAMA-EN081
Baby Raccoon Ponpoko,3,92729410,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN136
Baby Raccoon Tantan,3,28118128,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN137
Baby Tiragon,3,12533811,Common,M,Unlimited,Star Pack 2013,SP13-EN027
Babycerasaurus,3,36042004,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN157
Bachibachibachi,3,83272895,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN001
Back to Square One,3,47453433,Common,M,Unlimited,Rise of Destiny,RDS-EN044
Back to the Front,3,59919307,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN036
Back-Up Rider,3,68833958,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN087
Backfire,3,82705573,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN038
Background Dragon,3,84976088,Common,M,Unlimited,Structure Deck: Rokket Revolt,SDRR-EN015
Backlinker,3,71172240,Starfoil Rare,M,Unlimited,Star Pack VRAINS,SP18-EN010
Backs to the Wall,3,32603633,Common,M,Unlimited,Force of the Breaker,FOTB-EN052
Backup Operator,3,97947705,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN002
Backup Secretary,3,63528891,Common,M,Unlimited,Code of the Duelist,COTD-EN002
Backup Soldier,3,36280194,Common,M,Unlimited,Legendary Decks II,LDK2-ENY39
Backup Squad,3,28486799,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENA27
Backup Warrior,3,95637655,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN159
Bacon Saver,3,82593786,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN119
Bad Aim,3,46253216,Common,M,Unlimited,Shining Victories,SHVI-EN078
Bad Luck Blast,3,76004142,Common,M,Unlimited,Breakers of Shadow,BOSH-EN080
Bad Reaction to Simochi,3,40633297,Common,M,Unlimited,Dark Beginning 2,DB2-EN202
Bait Doll,3,7165085,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN071
Balance of Judgment,3,67443336,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN094
Balancer Lord,3,8567955,Common,M,Unlimited,Structure Deck: Cyberse Link,SDCL-EN005
Ballista of Rampart Smashing,3,242146,Common,M,Unlimited,Rise of Destiny,RDS-EN046
Ballista Squad,3,80584548,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN077
Balloon Lizard,3,39892082,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN073
Bamboo Scrap,3,28062325,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN075
Banisher of the Light,3,61528025,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN231
Banisher of the Radiance,3,94853057,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN016
Banner of Courage,3,10012614,Common,M,Unlimited,Pharaonic Guardian,PGD-089
Banquet of Millions,3,48814566,Common,M,Unlimited,Phantom Rage,PHRA-EN079
Baobaboon,3,55705473,Common,M,Unlimited,Maximum Crisis,MACR-EN034
"Barbaroid, the Ultimate Battle Machine",3,54702678,Common,M,Unlimited,Star Pack 2013,SP13-EN045
Bark of Dark Ruler,3,41925941,Common,M,Unlimited,Dark Beginning 2,DB2-EN132
Barkion's Bark,3,11813722,Common,M,Unlimited,Starstrike Blast,STBL-EN052
Baron of the Fiend Sword,3,86325596,Common,M,Unlimited,Starter Deck: Yugi,SDY-036
Barox,3,6840573,Common,M,Unlimited,Astral Pack 2,AP02-EN018
Barrage Blast,3,51369889,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN126
Barrel Behind the Door,3,78783370,Common,M,Unlimited,Retro Pack 2,RP02-EN080
Barrel Dragon,3,81480461,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN177
Barricadeborg Blocker,3,13117073,Common,M,Unlimited,Rising Rampage,RIRA-EN081
Barrier Resonator,3,89127526,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN066
Barrier Statue of the Abyss,3,84478195,Common,M,Unlimited,Cyberdark Impact,CDIP-EN018
Barrier Statue of the Drought,3,19740112,Common,M,Unlimited,Cyberdark Impact,CDIP-EN022
Barrier Statue of the Heavens,3,46145256,Common,M,Unlimited,Cyberdark Impact,CDIP-EN023
Barrier Statue of the Inferno,3,47961808,Common,M,Unlimited,OTS Tournament Pack 4,OP04-EN018
Barrier Statue of the Stormwinds,3,73356503,Common,M,Unlimited,Cyberdark Impact,CDIP-EN021
Barrier Statue of the Torrent,3,10963799,Common,M,Unlimited,OTS Tournament Pack 4,OP04-EN017
Barrier Wave,3,96700602,Common,M,Unlimited,Duelist Revolution,DREV-EN068
Basal Rose Shoot,3,69167267,Common,M,Unlimited,Lightning Overdrive,LIOV-EN059
Bashing Shield,3,88610708,Common,M,Unlimited,Demo Deck 2016,DEM3-EN016
Basic Insect,3,89091579,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB04
"Basilius, Familiar of the Evil Eye",3,81344637,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN235
Battery Charger,3,61181383,Common,M,Unlimited,The Lost Millennium,TLM-EN041
Batteryman 9-Volt,3,60549248,Common,M,Unlimited,Duelist Alliance,DUEA-EN038
Batteryman AA,3,63142001,Common,M,Unlimited,The Lost Millennium,TLM-EN030
Batteryman AAA,3,47346845,Common,M,Unlimited,The Shining Darkness,TSHD-EN034
Batteryman C,3,19733961,Common,M,Unlimited,Cybernetic Revolution,CRV-EN030
Batteryman Charger,3,83446909,Common,M,Unlimited,Light of Destruction,LODT-EN030
Batteryman D,3,55401221,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN210
Batteryman Micro-Cell,3,56839613,Common,M,Unlimited,Light of Destruction,LODT-EN032
Batteryman Solar,3,44586426,Common,M,Unlimited,Flames of Destruction,FLOD-EN027
Battle Break,3,22047978,Common,M,Unlimited,Abyss Rising,ABYR-EN066
Battle Fader,3,19665973,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN086
Battle Footballer,3,48094997,Common,M,Unlimited,Starter Deck: Duelist Toolbox,5DS3-EN001
Battle Fusion,3,43225434,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN019
Battle Instinct,3,60534585,Common,M,Unlimited,Duelist Revolution,DREV-EN064
Battle of the Elements,3,60530944,Common,M,Unlimited,Ancient Prophecy,ANPR-EN075
Battle Ox,3,5053103,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA02
Battle Steer,3,18246479,Common,M,Unlimited,Dark Beginning 2,DB2-EN037
Battle Survivor,3,64178868,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN014
Battle Teleportation,3,71652522,Common,M,Unlimited,Ancient Prophecy,ANPR-EN072
Battle Tuned,3,5052212,Common,M,Unlimited,The Duelist Genesis,TDGS-EN048
Battle Waltz,3,15629801,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN050
Battle Warrior,3,55550921,Common,M,Unlimited,OTS Tournament Pack 1,OP01-EN015
Battle-Scarred,3,94463200,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN259
Battleguard Howling,3,78621186,Common,M,Unlimited,Duelist Alliance,DUEA-EN069
Battleguard King,3,39389320,Common,M,Unlimited,Duelist Alliance,DUEA-EN017
Battleguard Rage,3,42233477,Common,M,Unlimited,Duelist Alliance,DUEA-EN068
Battlin' Boxer Big Bandage,3,86325573,Common,M,Unlimited,Primal Origin,PRIO-EN008
Battlin' Boxer Counterpunch,3,4549095,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN020
Battlin' Boxer Glassjaw,3,5361647,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN003
Battlin' Boxer Headgeared,3,79867938,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN002
Battlin' Boxer Rabbit Puncher,3,61679541,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN131
Battlin' Boxer Rib Gardna,3,24184846,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN130
Battlin' Boxer Sparrer,3,32750341,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN018
Battlin' Boxer Switchitter,3,68144350,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN019
Battlin' Boxer Veil,3,13313278,Common,M,Unlimited,Primal Origin,PRIO-EN009
"Bayonater, the Baneful Barrel",3,47474172,Common,M,Unlimited,Chaos Impact,CHIM-EN030
Bazoo the Soul-Eater,3,40133511,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN012
Beacon of White,3,50371210,Common,M,Unlimited,Legendary Decks II,LDK2-ENK20
Bean Soldier,3,84990171,Common,M,Unlimited,Tournament Pack 1,TP1-018
Bearblocker,3,80141055,Common,M,Unlimited,Soul Fusion,SOFU-EN029
Beast King Barbaros,3,78651105,Common,M,Unlimited,Starter Deck: Yuya,YS16-EN017
Beast King Unleashed,3,50675040,Common,M,Unlimited,Dawn of Majesty,DAMA-EN078
Beast Magic Attack,3,21984400,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN063
Beast of Talwar,3,11761845,Common,M,Unlimited,Starter Deck: Dark Legion,YS15-ENL01
Beast of the Pharaoh,3,83903521,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN021
Beast Rage,3,9999961,Common,M,Unlimited,Duelist Revolution,DREV-EN056
Beast Rising,3,84962466,Common,M,Unlimited,Duelist Revolution,DREV-EN074
Beast Soul Swap,3,35149085,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN175
Beast-Warrior Puma,3,16796157,Common,M,Unlimited,Duel Terminal 7,DT07-EN052
Beastking of the Swamps,3,99426834,Common,M,Unlimited,Gold Series 4: Pyramids Edition,GLD4-EN005
Beatraptor,3,46924949,Common,M,Unlimited,Rising Rampage,RIRA-EN033
Beaver Warrior,3,32452818,Common,M,Unlimited,Speed Duel Decks: Match of the Millennium,SS04-ENA05
Beckoned by the World Chalice,3,58400390,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN046
Beckoning Light,3,16255442,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN165
